name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"newcastle, england",2022-06-16,22.3,10.7,17.2,22.3,10.7,17.2,10.1,64,0,0,0,,0,0,15.6,13.7,258.7,1020.2,25,13.5,246,21.1,7,10,2022-06-16T04:27:00,2022-06-16T21:47:37,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-06-17,22.6,12.8,17.8,22.6,12.8,17.8,10.7,64.6,0.072,100,4.17,rain,0,0,32.7,28.8,246.7,1015,28.4,13.9,110.9,9.7,5,10,2022-06-17T04:26:56,2022-06-17T21:48:04,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03275099999,03243399999,03257099999,EGNT,D7177,03240099999,03230099999,03238099999,03226099999"
"newcastle, england",2022-06-18,16,9.3,12.9,16,7.9,12.6,6.4,65.8,0,0,0,,0,0,41.7,29.8,263,1017.4,30.3,12.6,219,18.7,8,10,2022-06-18T04:26:55,2022-06-18T21:48:29,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-06-19,18.7,8.4,13.2,18.7,6.5,12.6,6.9,67.1,0,0,0,rain,0,0,35.1,23.9,305.9,1014.6,41.1,14.5,209.2,17.9,9,10,2022-06-19T04:26:58,2022-06-19T21:48:49,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-06-20,20.9,7.8,14.6,20.9,6,14.2,7.6,65.3,0,0,0,,0,0,28.9,18.1,272.7,1018.4,35.7,12.5,319.8,27.6,9,10,2022-06-20T04:27:05,2022-06-20T21:49:06,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999,EGQM"
"newcastle, england",2022-06-21,20.5,11,15.3,20.5,11,15.3,11.3,77.2,0.337,100,16.67,rain,0,0,25.1,17,272.4,1013.7,45.4,12.7,200.4,17.3,8,10,2022-06-21T04:27:15,2022-06-21T21:49:19,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03275099999,03243399999,03257099999,EGNT,D7177,03240099999,03230099999,03238099999,03226099999"
"newcastle, england",2022-06-22,21.7,11.1,17.1,21.7,11.1,17.1,12.4,75.8,0,0,0,,0,0,31.3,22.3,272.1,1013.1,30.8,13.8,236,20.3,10,10,2022-06-22T04:27:29,2022-06-22T21:49:28,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999,03226099999,D5933"
"newcastle, england",2022-06-23,23.6,10,17.5,23.6,10,17.5,12,71.8,0.993,100,12.5,rain,0,0,24.1,15.6,195.6,1008.9,39.6,14.1,240.8,20.5,8,10,2022-06-23T04:27:47,2022-06-23T21:49:34,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03275099999,03243399999,03257099999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999,D5933"
"newcastle, england",2022-06-24,22.8,14.9,18.4,22.8,14.9,18.4,13.9,77,3.514,100,20.83,rain,0,0,25.6,12,148.8,1000.7,49.8,11.5,175,15,6,10,2022-06-24T04:28:08,2022-06-24T21:49:36,0.84,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-06-25,19.6,13.3,16.1,19.6,13.3,16.1,8.9,64,1.235,100,20.83,rain,0,0,38.4,28,200,1001.6,44.6,15.9,271.2,23.3,9,10,2022-06-25T04:28:33,2022-06-25T21:49:34,0.87,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
