name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
edinburgh,2023-01-08,7.9,4.4,6.1,3.9,0.7,2.3,2.4,77.7,1.495,100,41.67,rain,0,0,57,38.8,213.6,980.1,61.8,33.8,13.1,1.2,1,10,2023-01-08T08:40:34,2023-01-08T15:58:39,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
edinburgh,2023-01-09,6.9,3.6,5.2,3.3,0.9,1.5,3,85.8,1.227,100,33.33,rain,0,0,41.9,25.6,240.7,991.4,39.6,40.1,17.6,1.5,1,10,2023-01-09T08:39:49,2023-01-09T16:00:15,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
edinburgh,2023-01-10,11.9,4.6,7,11.9,1.6,4.4,4.8,86.1,5.648,100,79.17,rain,0,0,57.3,39.3,225.2,992.9,90.5,25.6,8.3,0.7,0,10,2023-01-10T08:39:02,2023-01-10T16:01:53,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999"
edinburgh,2023-01-11,7,5.2,6.2,2.5,0.7,1.4,2.9,79.6,2.182,100,95.83,rain,0,0,76.3,36.5,232.4,991.5,83,25.9,14.8,1.2,1,10,2023-01-11T08:38:10,2023-01-11T16:03:33,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
edinburgh,2023-01-12,8.4,5.2,6.4,5.1,0.4,2.7,3.6,82.5,2.698,100,70.83,rain,0,0,65,39.2,222.1,985.9,92.3,28.1,17.2,1.4,1,10,2023-01-12T08:37:15,2023-01-12T16:05:16,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
edinburgh,2023-01-13,8.1,4.9,6.3,4.9,1.3,3.1,3.2,80.7,0.089,100,20.83,rain,0,0,43.4,28.8,250.3,995.7,69.8,58.2,20,1.7,2,10,2023-01-13T08:36:16,2023-01-13T16:07:02,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
edinburgh,2023-01-14,6.9,3.4,5,5.1,-2.4,1,3,87.1,8.38,100,95.83,rain,0,0,71.7,45,232.3,985.3,88.2,30.3,16.4,1.3,1,10,2023-01-14T08:35:14,2023-01-14T16:08:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
edinburgh,2023-01-15,5.4,0.1,3.7,1.8,-2.2,0.4,0.7,80.8,0.219,100,16.67,rain,0,0,52,35.6,250.1,988.2,70.9,54,18.9,1.7,1,10,2023-01-15T08:34:09,2023-01-15T16:10:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
edinburgh,2023-01-16,1.2,-4,-1,0.6,-7.8,-4.5,-3.7,82.4,0.183,100,8.33,"rain,snow",0,0,24.3,16.9,238.2,988.5,25.3,51.2,36.9,3.1,3,10,2023-01-16T08:33:00,2023-01-16T16:12:31,0.82,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
edinburgh,2023-01-17,2.2,-2.9,-0.5,-2,-7.7,-5.2,-3.1,83.2,0.177,100,4.17,rain,2,1.3,34.7,23.8,240.6,986.2,18.2,69.7,32.7,2.7,3,10,2023-01-17T08:31:48,2023-01-17T16:14:25,0.85,Rain,Clear conditions throughout the day with afternoon rain or snow.,snow,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
edinburgh,2023-01-18,3.6,-0.5,1.5,0.8,-5.2,-2.5,-2.6,74.1,0.063,100,16.67,"rain,snow",0.1,1.4,38.2,23.8,258.2,995.7,57.6,51.7,21,1.8,1,10,2023-01-18T08:30:32,2023-01-18T16:16:20,0.89,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
edinburgh,2023-01-19,4.3,-1.4,1.1,-0.1,-6.2,-3.6,-1.6,82.5,0.005,100,4.17,rain,0,1.2,67.4,47.3,239.9,1004.3,30.5,56.7,16.9,1.5,1,10,2023-01-19T08:29:14,2023-01-19T16:18:17,0.92,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999"
edinburgh,2023-01-20,5.3,-3.6,0.3,5.3,-5.4,-0.9,-2.7,80.9,0.006,100,4.17,rain,0,1.2,23.4,17.4,240.7,1019.8,0.9,37.2,26.6,2.4,2,10,2023-01-20T08:27:52,2023-01-20T16:20:16,0.95,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999"
edinburgh,2023-01-21,5.5,-4.5,1.7,5.5,-4.5,0.4,-1.7,79.3,0,0,0,rain,0,1.5,36.7,12.8,238.4,1028.8,91.2,43,22.8,2,1,10,2023-01-21T08:26:28,2023-01-21T16:22:16,0,Overcast,Cloudy skies throughout the day.,cloudy,"03144099999,03158099999,E4719,03166099999,03171099999,EGPF,EGPH,03155099999,EGQL,E8716"
edinburgh,2023-01-22,7.7,4.4,6.3,4.5,1.1,3,3.4,82,0.054,100,25,rain,0,0.9,41.7,26.7,218.9,1028,81.7,49.2,26.6,2.3,2,10,2023-01-22T08:25:01,2023-01-22T16:24:17,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,C9739,E8716"
edinburgh,2023-01-23,9,7.3,8.2,6.5,4.3,5.5,5.9,85.2,0.036,100,25,rain,0,0,35.8,23.3,226.4,1031.8,94.2,62.7,20,1.7,1,10,2023-01-23T08:23:30,2023-01-23T16:26:20,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,C9739"
edinburgh,2023-01-24,10.6,6.5,8.7,10.6,4.9,7.1,7,89.1,0,0,0,,0,0,40.3,18.7,245.1,1034,94.7,39.8,21.5,1.9,1,10,2023-01-24T08:21:58,2023-01-24T16:28:24,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"03144099999,03158099999,E4719,03166099999,03171099999,EGPF,EGPH,03155099999,03160099999,EGQL"
edinburgh,2023-01-25,9.9,3.8,8,7.2,1,5.1,4.9,81.3,0.052,100,12.5,rain,0,0,40.3,27.4,245.9,1029.4,58.8,32.5,28,2.3,2,10,2023-01-25T08:20:22,2023-01-25T16:30:29,0.12,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999"
edinburgh,2023-01-26,7.3,2.2,4.5,5.9,0.3,3.2,1.1,79,0.005,100,4.17,rain,0,0,18.4,12.8,294.9,1035.5,68.2,51.5,35.4,3.1,2,10,2023-01-26T08:18:44,2023-01-26T16:32:35,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999"
edinburgh,2023-01-27,5.6,-2.3,2.3,1.8,-4.1,0,0.2,86,0.019,100,4.17,rain,0,0,31.4,20.7,234.7,1031.8,46.5,43.1,28.1,2.5,2,10,2023-01-27T08:17:03,2023-01-27T16:34:42,0.19,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
edinburgh,2023-01-28,7.6,4,5.7,4.9,0.2,2.7,3,83.5,0.005,100,4.17,rain,0,0,38.9,23.9,249,1028.6,74.9,44.9,32.2,2.8,3,10,2023-01-28T08:15:20,2023-01-28T16:36:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPF,EGPH,03155099999,03160099999,EGQL"
edinburgh,2023-01-29,9.8,4.4,6.9,5.6,-0.7,2.7,4.2,83,0.755,100,25,rain,0,0,65.4,44.3,245.3,1016.3,81.6,42.1,24.5,2.2,1,10,2023-01-29T08:13:34,2023-01-29T16:38:58,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPF,EGPH,03155099999,03160099999,EGQL"
edinburgh,2023-01-30,8.4,4.1,6.1,5.2,-0.4,2.2,2.4,77.4,0.037,100,16.67,rain,0,0,61.9,36.3,251.3,1017.6,42.2,28.3,38.5,3.3,3,10,2023-01-30T08:11:47,2023-01-30T16:41:07,0.29,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPF,EGPH,03155099999,03160099999,EGQL,E8716"
edinburgh,2023-01-31,8.3,3.6,5.7,4.2,-1.8,1,2.9,82.1,5.72,100,83.33,rain,0,0,60.8,35.7,253.3,1013.4,78.4,24.4,28.8,2.5,2,10,2023-01-31T08:09:57,2023-01-31T16:43:16,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPF,EGPH,E6098,03155099999,EGQL"
edinburgh,2023-02-01,8.8,4.2,6.6,5.9,-1.1,2.6,3.6,81.6,1.922,100,54.17,rain,0,0,54.1,37.9,256.1,1013.9,59,32.6,37,3.3,2,10,2023-02-01T08:08:04,2023-02-01T16:45:27,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPF,EGPH,03155099999,EGQL,E8716"
edinburgh,2023-02-02,10.1,8.2,9.3,10.1,5,6.3,7,85.8,1.741,100,45.83,rain,0,0,68.4,46.4,246.3,1014.9,98.8,24,27.1,2.4,1,10,2023-02-02T08:06:10,2023-02-02T16:47:37,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPF,EGPH,03155099999,C9739,EGQL"
